;width;height;cost;error;Concrete;Longitudinal bar;Transversal bar
496;78;60;1628,009298327599;;826,72;512,21;289,08
497;78;62;1656,2607087454928;;854,28;508,79;293,19
498;78;64;1685,4686606015543;;881,84;506,32;297,31
499;78;66;1717,4915564185667;;909,39;506,67;301,42
500;78;68;1747,0984858303902;;936,95;504,61;305,54
501;78;70;1779,7104983661623;;964,51;505,55;309,65
502;78;72;1809,382180209437;;992,07;503,55;313,77
503;78;74;1842,5703339347522;;1019,62;505,06;317,88
504;78;76;1872,410158078772;;1047,18;503,23;322,0
505;78;78;1905,8800186143812;;1074,74;505,03;326,11
506;78;80;1938,0436236731384;;1102,3;505,52;330,23
507;78;82;1969,8168387844605;;1129,85;505,62;334,34
508;78;84;2002,2108680258002;;1157,41;506,34;338,46
509;78;86;2037,020347568533;;1184,97;509,48;342,57
510;78;88;2066,4084690720542;;1212,53;507,19;346,69
511;78;90;2101,598391698955;;1240,08;510,71;350,8
512;78;92;2134,334018992901;;1267,64;511,77;354,92
513;78;94;2166,9644844441805;;1295,2;512,73;359,03
514;78;96;2199,135401058416;;1322,76;513,23;363,15
515;78;98;2231,95678827402;;1350,31;514,38;367,26
516;78;100;2266,8289607710253;;1377,87;517,58;371,38
517;78;102;2299,61722994762;;1405,43;518,7;375,49
518;78;104;2335,7007539211545;;1432,98;523,11;379,61
519;78;106;2365,1975795680864;;1460,54;520,93;383,72
520;78;108;2401,367809999781;;1488,1;525,43;387,84
521;78;110;2434,4402161697385;;1515,66;526,83;391,95
522;78;112;2469,979996175727;;1543,21;530,7;396,07
523;78;114;2503,0107366533903;;1570,77;532,06;400,18
524;78;116;2539,7304586399555;;1598,33;537,1;404,3
525;78;118;2569,1332444439777;;1625,89;534,83;408,41
526;80;50;-1,0;Too much steel needed in x=169.64615030030032, area needed is 32.01341262228205cmˆ2, but the maximum is 32.0cmˆ2;;;
527;80;52;-1,0;Too much steel needed in x=210.1856882582583, area needed is 33.28331808140154cmˆ2, but the maximum is 33.28cmˆ2;;;
528;80;54;1571,6278964583453;;763,13;527,65;280,85
529;80;56;1601,1875032036924;;791,39;524,83;284,96
530;80;58;1631,8557507722421;;819,66;523,12;289,08
531;80;60;1662,3246537263128;;847,92;521,21;293,19
532;80;62;1692,0044976872632;;876,18;518,51;297,31
533;80;64;1724,590896092005;;904,45;518,72;301,42
534;80;66;1754,9068144973544;;932,71;516,66;305,54
535;80;68;1787,687511385991;;960,98;517,06;309,65
536;80;70;1818,5103288891878;;989,24;515,5;313,77
537;80;72;1851,695522732422;;1017,5;516,31;317,88
538;80;74;1882,7772684053339;;1045,77;515,01;322,0
539;80;76;1916,630500601757;;1074,03;516,48;326,11
540;80;78;1947,4357293468606;;1102,3;514,91;330,23
541;80;80;1981,8539815560703;;1130,56;516,95;334,34
542;80;82;2014,6386738304313;;1158,82;517,36;338,46
543;80;84;2047,4416752683962;;1187,09;517,78;342,57
544;80;86;2080,6344076210994;;1215,35;518,59;346,69
545;80;88;2116,33621822267;;1243,62;521,92;350,8
546;80;90;2146,499482418647;;1271,88;519,7;354,92
547;80;92;2182,6159242485273;;1300,14;523,44;359,03
548;80;94;2216,069437477404;;1328,41;524,51;363,15
549;80;96;2251,3446315164942;;1356,67;527,41;367,26
550;80;98;2282,479266209315;;1384,94;526,16;371,38
551;80;100;2318,276887804169;;1413,2;529,58;375,49
552;80;102;2352,006794392222;;1441,46;530,93;379,61
553;80;104;2385,6169580391947;;1469,73;532,17;383,72
554;80;106;2422,431384666421;;1497,99;536,6;387,84
555;80;108;2452,639999372839;;1526,26;534,43;391,95
556;80;110;2489,717473124134;;1554,52;539,13;396,07
557;80;112;2523,4918660652147;;1582,78;540,52;400,18
558;80;114;2559,932070052347;;1611,05;544,59;404,3
559;80;116;2593,7614526800585;;1639,31;546,04;408,41
560;80;118;2631,258829098236;;1667,58;551,15;412,53
561;82;50;-1,0;Too much steel needed in x=172.14865270270272, area needed is 32.80628291221551cmˆ2, but the maximum is 32.8cmˆ2;;;
562;82;52;1577,699409204179;;753,24;543,62;280,85
563;82;54;1607,6975445241444;;782,21;540,53;284,96
564;82;56;1636,4994457530618;;811,18;536,24;289,08
565;82;58;1667,293271582658;;840,15;533,95;293,19
566;82;60;1697,5579543148933;;869,12;531,13;297,31
567;82;62;1730,2736162103292;;898,09;530,76;301,42
568;82;64;1761,4179790464802;;927,06;528,82;305,54
569;82;66;1793,1716818442717;;956,03;527,49;309,65
570;82;68;1826,0799130857731;;985,0;527,31;313,77
571;82;70;1858,3208255565976;;1013,97;526,47;317,88
572;82;72;1891,4809407328685;;1042,94;526,54;322,0
573;82;74;1924,0756450071876;;1071,91;526,05;326,11
574;82;76;1957,6145540398848;;1100,88;526,5;330,23
575;82;78;1992,2131060532383;;1129,85;528,02;334,34
576;82;80;2024,086387856937;;1158,82;526,8;338,46
577;82;82;2059,410646876441;;1187,79;529,04;342,57
578;82;84;2092,922164039682;;1216,77;529,47;346,69
579;82;86;2126,6220891705902;;1245,74;530,08;350,8
580;82;88;2160,56753486329;;1274,71;530,94;354,92
581;82;90;2197,3289546670285;;1303,68;534,62;359,03
582;82;92;2228,2977190720544;;1332,65;532,5;363,15
583;82;94;2265,1968404578593;;1361,62;536,31;367,26
584;82;96;2299,506354745168;;1390,59;537,54;371,38
585;82;98;2335,622843529646;;1419,56;540,57;375,49
586;82;100;2367,5954778043706;;1448,53;539,46;379,61
587;82;102;2404,25647420895;;1477,5;543,03;383,72
588;82;104;2438,721319202963;;1506,47;544,41;387,84
589;82;106;2476,262982614503;;1535,44;548,87;391,95
590;82;108;2510,752707738816;;1564,41;550,27;396,07
591;82;110;2547,3065643796376;;1593,38;553,74;400,18
592;82;112;2579,5392389417543;;1622,35;552,89;404,3
593;82;114;2616,8396873333036;;1651,32;557,1;408,41
594;82;116;2651,448455176457;;1680,29;558,62;412,53
595;82;118;2689,7374492815075;;1709,27;563,83;416,64
596;84;50;-1,0;Too much steel needed in x=174.69820027027032, area needed is 33.601066850412884cmˆ2, but the maximum is 33.6cmˆ2;;;
597;84;52;1610,7277199366576;;771,61;554,16;284,96
598;84;54;1640,0095468774553;;801,28;549,65;289,08
599;84;56;1670,9577626423065;;830,96;546,8;293,19
600;84;58;1701,6664109689086;;860,64;543,72;297,31
601;84;60;1734,9240728643442;;890,32;543,18;301,42
602;84;62;1766,4632176878708;;919,99;540,93;305,54
603;84;64;1798,9633952558127;;949,67;539,64;309,65
604;84;66;1832,23061312535;;979,35;539,11;313,77
605;84;68;1865,1618557264742;;1009,02;538,25;317,88
606;84;70;1898,8801995829012;;1038,7;538,18;322,0
607;84;72;1932,2613324846084;;1068,38;537,77;326,11
608;84;74;1966,2979611119958;;1098,06;538,01;330,23
609;84;76;1999,8137475695462;;1127,73;537,74;334,34
610;84;78;2034,1354193602551;;1157,41;538,27;338,46
611;84;80;2067,784252981452;;1187,09;538,12;342,57
612;84;82;2102,343104039885;;1216,77;538,89;346,69
613;84;84;2138,5381923534974;;1246,44;541,29;350,8
614;84;86;2172,6733084714965;;1276,12;541,63;354,92
615;84;88;2207,4455909683006;;1305,8;542,62;359,03
616;84;90;2242,3079389285617;;1335,47;543,69;363,15
617;84;92;2279,879718484487;;1365,15;547,46;367,26
618;84;94;2311,6056249284397;;1394,83;545,4;371,38
619;84;96;2349,31811372611;;1424,51;549,32;375,49
620;84;98;2384,4731652817914;;1454,18;550,68;379,61
621;84;100;2421,544390575575;;1483,86;553,96;383,72
622;84;102;2456,3408723407106;;1513,54;554,96;387,84
623;84;104;2491,6444801576813;;1543,21;556,48;391,95
624;84;106;2526,87318273222;;1572,89;557,91;396,07
625;84;108;2565,369004353456;;1602,57;562,62;400,18
626;84;110;2600,606644235944;;1632,25;564,06;404,3
627;84;112;2638,203962954865;;1661,92;567,87;408,41
628;84;114;2670,9943315560713;;1691,6;566,87;412,53
629;84;116;2709,110906235903;;1721,28;571,19;416,64
630;84;118;2744,5152476081093;;1750,95;572,8;420,76
631;86;50;-1,0;Too much steel needed in x=177.65415798798801, area needed is 34.41933302975879cmˆ2, but the maximum is 34.4cmˆ2;;;
632;86;52;1642,2012696230859;;789,98;563,14;289,08
633;86;54;1672,9394170739192;;820,36;559,38;293,19
634;86;56;1704,768883910395;;850,75;556,71;297,31
635;86;58;1737,7857484463293;;881,13;555,23;301,42
636;86;60;1770,4681205374177;;911,51;553,42;305,54
637;86;62;1801,6496495179535;;941,9;550,1;309,65
638;86;64;1837,2125829818572;;972,28;551,16;313,77
639;86;66;1870,657650289198;;1002,67;550,11;317,88
640;86;68;1902,4680455440139;;1033,05;547,42;322,0
641;86;70;1938,8773343021069;;1063,43;549,33;326,11
642;86;72;1970,7492280144324;;1093,82;546,7;330,23
643;86;74;2007,7935202887925;;1124,2;549,25;334,34
644;86;76;2042,5336185108708;;1154,58;549,49;338,46
645;86;78;2076,9361334263376;;1184,97;549,39;342,57
646;86;80;2112,2465239227768;;1215,35;550,21;346,69
647;86;82;2146,737848432123;;1245,74;550,2;350,8
648;86;84;2182,234916523901;;1276,12;551,2;354,92
649;86;86;2219,260054837514;;1306,5;553,72;359,03
650;86;88;2252,4801358050195;;1336,89;552,44;363,15
651;86;90;2289,8792899880077;;1367,27;555,34;367,26
652;86;92;2325,5166562490945;;1397,65;556,48;371,38
653;86;94;2363,922563569831;;1428,04;560,39;375,49
654;86;96;2396,4203579093005;;1458,42;558,39;379,61
655;86;98;2435,0957387458975;;1488,81;562,57;383,72
656;86;100;2470,965339883484;;1519,19;563,94;387,84
657;86;102;2508,916003908976;;1549,57;567,39;391,95
658;86;104;2544,5756537131206;;1579,96;568,55;396,07
659;86;106;2580,672074536728;;1610,34;570,15;400,18
660;86;108;2616,678060013987;;1640,73;571,65;404,3
661;86;110;2655,9339069422;;1671,11;576,41;408,41
662;86;112;2692,0708397393837;;1701,49;578,05;412,53
663;86;114;2730,491246602446;;1731,88;581,97;416,64
664;86;116;2763,834819582495;;1762,26;580,82;420,76
665;86;118;2802,8496986279793;;1792,64;585,33;424,87
666;88;50;-1,0;Too much steel needed in x=180.1566603903904, area needed is 35.206425273389605cmˆ2, but the maximum is 35.2cmˆ2;;;
667;88;52;1969,0383771264856;;808,35;574,3;586,39
668;88;54;2005,3477215187236;;839,44;571,29;594,62
669;88;56;2041,527355100344;;870,53;568,15;602,85
670;88;58;2078,551325688519;;901,62;565,85;611,08
671;88;60;2114,511925642348;;932,71;562,49;619,31
672;88;62;2152,1592216881963;;963,8;560,82;627,54
673;88;64;2190,8469247863645;;994,89;560,19;635,77
674;88;66;2229,1782629690706;;1025,98;559,2;644,0
675;88;68;2268,0720455835904;;1057,07;558,77;652,23
676;88;70;2306,996948955756;;1088,16;558,38;660,46
677;88;72;2348,5064132958337;;1119,25;560,56;668,69
678;88;74;2385,497060720285;;1150,34;558,23;676,92
679;88;76;2427,2834118710625;;1181,44;560,7;685,15
680;88;78;2464,5411018053037;;1212,53;558,64;693,38
681;88;80;2506,786158641982;;1243,62;561,56;701,61
682;88;82;2546,876257726637;;1274,71;562,33;709,84
683;88;84;2586,431014276127;;1305,8;562,57;718,07
684;88;86;2626,8878798704927;;1336,89;563,7;726,3
685;88;88;2668,737830968504;;1367,98;566,23;734,53
686;88;90;2706,94085796207;;1399,07;565,12;742,76
687;88;92;2749,435081046642;;1430,16;568,29;750,99
688;88;94;2789,913899844718;;1461,25;569,45;759,22
689;88;96;2833,338096288874;;1492,34;573,55;767,45
690;88;98;2870,706013556637;;1523,43;571,6;775,68
691;88;100;2914,3424259361295;;1554,52;575,91;783,91
692;88;102;2955,1785384719037;;1585,61;577,43;792,14
693;88;104;2998,06140053681;;1616,7;580,99;800,37
694;88;106;3038,678540406103;;1647,79;582,29;808,6
695;88;108;3079,653940732868;;1678,88;583,94;816,83
696;88;110;3123,8090744322058;;1709,97;588,78;825,06
697;88;112;3164,7574729556736;;1741,06;590,41;833,29
698;88;114;3208,3063550861366;;1772,15;594,64;841,52
699;88;116;3249,2484112429047;;1803,24;596,26;849,75
700;88;118;3293,8752657009027;;1834,33;601,56;857,98
701;90;50;-1,0;Too much steel needed in x=183.1596632732733, area needed is 36.01968437897577cmˆ2, but the maximum is 36.0cmˆ2;;;
702;90;52;2006,411266832904;;826,72;585,07;594,62
703;90;54;2042,8003022771825;;858,52;581,43;602,85
704;90;56;2080,199283871831;;890,32;578,81;611,08
705;90;58;2116,4401341722128;;922,11;575,02;619,31
706;90;60;2154,774115073758;;953,91;573,33;627,54
707;90;62;2193,7268069695965;;985,71;572,25;635,77
708;90;64;2232,6901887864883;;1017,5;571,19;644,0
709;90;66;2270,3969921850394;;1049,3;568,87;652,23
710;90;68;2311,5466172697743;;1081,1;569,99;660,46
711;90;70;2349,722381727568;;1112,89;568,14;668,69
712;90;72;2391,168253531471;;1144,69;569,56;676,92
713;90;74;2429,5658747467905;;1176,49;567,93;685,15
714;90;76;2471,619976040655;;1208,29;569,96;693,38
715;90;78;2514,4272165766697;;1240,08;572,74;701,61
716;90;80;2552,4047901387044;;1271,88;570,69;709,84
717;90;82;2595,4911623155413;;1303,68;573,75;718,07
718;90;84;2636,4244920541296;;1335,47;574,65;726,3
719;90;86;2676,9030509427275;;1367,27;575,1;734,53
720;90;88;2718,0937428253765;;1399,07;576,27;742,76
721;90;90;2760,9003251516933;;1430,87;579,05;750,99
722;90;92;2799,9916466288305;;1462,66;578,11;759,22
723;90;94;2843,227440458873;;1494,46;581,32;767,45
724;90;96;2884,4600237533036;;1526,26;582,53;775,68
725;90;98;2928,7216843152974;;1558,05;586,76;783,91
726;90;100;2969,9723724716196;;1589,85;587,98;792,14
727;90;102;3011,4524736092053;;1621,65;589,44;800,37
728;90;104;3055,350868772687;;1653,44;593,31;808,6
729;90;106;3096,8516898966755;;1685,24;594,78;816,83
730;90;108;3141,7471586551765;;1717,04;599,65;825,06
731;90;110;3179,919258066591;;1748,84;597,8;833,29
732;90;112;3224,9663109293306;;1780,63;602,82;841,52
733;90;114;3266,7133318310807;;1812,43;604,54;849,75
734;90;116;3311,103590263018;;1844,23;608,9;857,98
735;90;118;3352,886900798625;;1876,02;610,66;866,21
736;92;50;-1,0;Too much steel needed in x=185.6621656756757, area needed is 36.80008849638879cmˆ2, but the maximum is 36.800000000000004cmˆ2;;;
737;92;52;2042,934095009215;;845,09;594,99;602,85
738;92;54;2079,3176786040267;;877,6;590,64;611,08
739;92;56;2117,28971793751;;910,1;587,88;619,31
740;92;58;2155,889470238052;;942,6;585,75;627,54
741;92;60;2195,479644433824;;975,11;584,6;635,77
742;92;62;2234,930324067891;;1007,61;583,32;644,0
743;92;64;2273,3464459763154;;1040,12;581,0;652,23
744;92;66;2314,8144439761527;;1072,62;581,74;660,46
745;92;68;2353,5776429694747;;1105,12;579,77;668,69
746;92;70;2395,598097348321;;1137,63;581,05;676,92
747;92;72;2434,812998159142;;1170,13;579,54;685,15
748;92;74;2477,118330943132;;1202,63;581,11;693,38
749;92;76;2516,483909688236;;1235,14;579,74;701,61
750;92;78;2559,245269191798;;1267,64;581,77;709,84
751;92;80;2603,017873139352;;1300,14;584,81;718,07
752;92;82;2641,774955485458;;1332,65;582,83;726,3
753;92;84;2685,9634873089467;;1365,15;586,28;734,53
754;92;86;2724,663045988495;;1397,65;584,25;742,76
755;92;88;2769,127579047494;;1430,16;587,98;750,99
756;92;90;2810,976636328653;;1462,66;589,1;759,22
757;92;92;2854,6332052170465;;1495,17;592,02;767,45
758;92;94;2894,4664681455424;;1527,67;591,12;775,68
759;92;96;2938,627711073432;;1560,17;594,55;783,91
760;92;98;2983,6279355442175;;1592,68;598,81;792,14
761;92;100;3025,8851152828056;;1625,18;600,34;800,37
762;92;102;3067,763522171238;;1657,68;601,48;808,6
763;92;104;3110,1809358182118;;1690,19;603,17;816,83
764;92;106;3154,8452257986282;;1722,69;607,1;825,06
765;92;108;3197,1419689167865;;1755,19;608,66;833,29
766;92;110;3242,93706010633;;1787,7;613,72;841,52
767;92;112;3281,7768757656463;;1820,2;611,83;849,75
768;92;114;3327,6192121846348;;1852,71;616,94;857,98
769;92;116;3372,9607472042185;;1885,21;621,54;866,21
770;92;118;3415,387016603054;;1917,71;623,24;874,44
771;94;50;-1,0;Too much steel needed in x=188.6651685585586, area needed is 37.6029861876296cmˆ2, but the maximum is 37.6cmˆ2;;;
772;94;52;2080,852767977085;;863,47;606,31;611,08
773;94;54;2119,335461244932;;896,68;603,35;619,31
774;94;56;2156,609316421405;;929,89;599,19;627,54
775;94;58;2196,018564316716;;963,1;597,16;635,77
776;94;60;2234,9491707870557;;996,31;594,65;644,0
777;94;62;2274,7926973229496;;1029,52;593,05;652,23
778;94;64;2316,5736312181407;;1062,73;593,39;660,46
779;94;66;2356,2031278327813;;1095,94;591,58;668,69
780;94;68;2396,8238087607124;;1129,15;590,76;676,92
781;94;70;2438,4594201852833;;1162,36;590,95;685,15
782;94;72;2479,546467231212;;1195,57;590,6;693,38
783;94;74;2521,393100917356;;1228,78;591,01;701,61
784;94;76;2564,5133251263233;;1261,99;592,69;709,84
785;94;78;2604,9005338454463;;1295,2;591,64;718,07
786;94;80;2648,486012054738;;1328,41;593,78;726,3
787;94;82;2690,460853544663;;1361,62;594,32;734,53
788;94;84;2732,8617551267293;;1394,83;595,28;742,76
789;94;86;2777,909974472794;;1428,04;598,88;750,99
790;94;88;2817,450210054577;;1461,25;596,98;759,22
791;94;90;2862,768643505289;;1494,46;600,86;767,45
792;94;92;2905,4369179364944;;1527,67;602,09;775,68
793;94;94;2949,9154208388095;;1560,88;605,13;783,91
794;94;96;2992,6703823679063;;1594,09;606,44;792,14
795;94;98;3035,5595645511376;;1627,3;607,89;800,37
796;94;100;3081,4234513354513;;1660,51;612,32;808,6
797;94;102;3124,4284634531273;;1693,72;613,88;816,83
798;94;104;3167,14919482554;;1726,93;615,16;825,06
799;94;106;3210,269171897242;;1760,14;616,84;833,29
800;94;108;3255,955647910515;;1793,35;621,09;841,52
801;94;110;3302,3337243418864;;1826,56;626,03;849,75
802;94;112;3345,572126289281;;1859,77;627,82;857,98
803;94;114;3391,0892655050448;;1892,98;631,9;866,21
804;94;116;3431,804314969232;;1926,19;631,18;874,44
805;94;118;3478,0265647733786;;1959,4;635,96;882,67
806;96;50;-1,0;Too much steel needed in x=191.69169402402406, area needed is 38.40016643308391cmˆ2, but the maximum is 38.4cmˆ2;;;
807;96;52;2116,49461857886;;881,84;615,35;619,31
808;96;54;2155,75406093136;;915,75;612,46;627,54
809;96;56;2195,4535072709896;;949,67;610,02;635,77
810;96;58;2234,618950147125;;983,59;607,03;644,0
811;96;60;2275,0459561993666;;1017,5;605,31;652,23
812;96;62;2316,3990436108256;;1051,42;604,52;660,46
813;96;64;2357,4458946043096;;1085,34;603,42;668,69
814;96;66;2398,652402852572;;1119,25;602,48;676,92
815;96;68;2440,8356160550643;;1153,17;602,52;685,15
816;96;70;2482,4590201335272;;1187,09;601,99;693,38
817;96;72;2525,083515022002;;1221,0;602,47;701,61
818;96;74;2567,006584551745;;1254,92;602,25;709,84
819;96;76;2609,7715819112454;;1288,84;602,87;718,07
820;96;78;2652,0005793488867;;1322,76;602,95;726,3
821;96;80;2696,4683795579363;;1356,67;605,27;734,53
822;96;82;2739,5451117279754;;1390,59;606,2;742,76
823;96;84;2782,2705041068584;;1424,51;606,78;750,99
824;96;86;2825,5429772178168;;1458,42;607,9;759,22
825;96;88;2871,431172420877;;1492,34;611,64;767,45
826;96;90;2911,780245387733;;1526,26;609,85;775,68
827;96;92;2957,9610626301273;;1560,17;613,88;783,91
828;96;94;3003,4667577408436;;1594,09;617,24;792,14
829;96;96;3046,8526709697203;;1628,01;618,48;800,37
830;96;98;3090,3383292047856;;1661,92;619,82;808,6
831;96;100;3134,140190904366;;1695,84;621,47;816,83
832;96;102;3180,8382054534945;;1729,76;626,02;825,06
833;96;104;3224,6567917537486;;1763,67;627,7;833,29
834;96;106;3268,0879537537085;;1797,59;628,98;841,52
835;96;108;3314,6023996950357;;1831,51;633,35;849,75
836;96;110;3358,4689108522075;;1865,42;635,07;857,98
837;96;112;3405,803412564166;;1899,34;640,26;866,21
838;96;114;3449,7296304337037;;1933,26;642,03;874,44
839;96;116;3496,216663910802;;1967,17;646,37;882,67
840;96;118;3537,6037545249574;;2001,09;645,62;890,9
841;98;50;-1,0;Too much steel needed in x=195.17167480480484, area needed is 39.20986002456841cmˆ2, but the maximum is 39.2cmˆ2;;;
842;98;52;2153,7493931541676;;900,21;626,0;627,54
843;98;54;2192,8380216506444;;934,83;622,24;635,77
844;98;56;2233,2778854285275;;969,46;619,83;644,0
845;98;58;2273,9585119644207;;1004,08;617,65;652,23
846;98;60;2315,975154656877;;1038,7;616,82;660,46
847;98;62;2357,5516487872974;;1073,33;615,54;668,69
848;98;64;2397,419984604515;;1107,95;612,55;676,92
849;98;66;2441,8701202644365;;1142,57;614,15;685,15
850;98;68;2482,207582722068;;1177,2;611,63;693,38
851;98;70;2524,6062942511626;;1211,82;611,18;701,61
852;98;72;2569,792845375556;;1246,44;613,51;709,84
853;98;74;2613,1762114407857;;1281,07;614,04;718,07
854;98;76;2656,1119324470574;;1315,69;614,13;726,3
855;98;78;2699,680905179498;;1350,31;614,84;734,53
856;98;80;2742,8253006433615;;1384,94;615,13;742,76
857;98;82;2788,2326367741466;;1419,56;617,69;750,99
858;98;84;2831,9511341336483;;1454,18;618,55;759,22
859;98;86;2875,750346107224;;1488,81;619,5;767,45
860;98;88;2919,8822175909554;;1523,43;620,78;775,68
861;98;90;2966,5232505256427;;1558,05;624,56;783,91
862;98;92;3010,373497989671;;1592,68;625,56;792,14
863;98;94;3054,7207784213642;;1627,3;627,05;800,37
864;98;96;3101,106571296483;;1661,92;630,59;808,6
865;98;98;3145,3892648779006;;1696,55;632,02;816,83
866;98;100;3189,7217158394205;;1731,17;633,49;825,06
867;98;102;3234,204083963162;;1765,79;635,12;833,29
868;98;104;3281,773174943658;;1800,42;639,84;841,52
869;98;106;3328,697438701753;;1835,04;643,91;849,75
870;98;108;3373,074088923994;;1869,66;645,43;857,98
871;98;110;3417,969315891173;;1904,29;647,47;866,21
872;98;112;3462,6203197671857;;1938,91;649,27;874,44
873;98;114;3510,795746341644;;1973,53;654,59;882,67
874;98;116;3558,2844312181433;;2008,16;659,23;890,9
875;98;118;3602,908063819467;;2042,78;661,0;899,13
876;100;50;-1,0;Too much steel needed in x=198.6751781681682, area needed is 40.008623364551646cmˆ2, but the maximum is 40.0cmˆ2;;;
877;100;52;2190,244149010551;;918,58;635,9;635,77
878;100;54;2230,801290944957;;953,91;632,89;644,0
879;100;56;2272,6798662915094;;989,24;631,21;652,23
880;100;58;2314,1837877422613;;1024,57;629,16;660,46
881;100;60;2356,1908180298537;;1059,9;627,6;668,69
882;100;62;2396,6023491668325;;1095,23;624,45;676,92
883;100;64;2439,2763065129398;;1130,56;623,57;685,15
884;100;66;2482,506982944308;;1165,89;623,24;693,38
885;100;68;2525,417911964421;;1201,22;622,59;701,61
886;100;70;2571,2894797679974;;1236,55;624,9;709,84
887;100;72;2612,5960126960877;;1271,88;622,65;718,07
888;100;74;2658,6956148657214;;1307,21;625,19;726,3
889;100;76;2700,237431519535;;1342,54;623,17;734,53
890;100;78;2746,7685938198756;;1377,87;626,14;742,76
891;100;80;2792,410169931075;;1413,2;628,22;750,99
892;100;82;2835,354896617665;;1448,53;627,61;759,22
893;100;84;2881,5446659901163;;1483,86;630,24;767,45
894;100;86;2924,1522233230285;;1519,19;629,28;775,68
895;100;88;2970,8700220291644;;1554,52;632,44;783,91
896;100;90;3018,4424147611994;;1589,85;636,45;792,14
897;100;92;3063,388004590917;;1625,18;637,84;800,37
898;100;94;3108,0343190355175;;1660,51;638,93;808,6
899;100;96;3153,0920712843044;;1695,84;640,42;816,83
900;100;98;3200,33073316655;;1731,17;644,1;825,06
901;100;100;3248,537677152867;;1766,5;648,75;833,29
902;100;102;3290,5685570091728;;1801,83;647,22;841,52
903;100;104;3338,9432297548055;;1837,16;652,04;849,75
904;100;106;3384,3194727222717;;1872,49;653,85;857,98
905;100;108;3432,0470742383745;;1907,82;658,02;866,21
906;100;110;3480,899565441111;;1943,15;663,31;874,44
907;100;112;3522,849361211952;;1978,48;661,7;882,67
908;100;114;3571,715342813199;;2013,81;667,01;890,9
909;100;116;3617,3106828387686;;2049,14;669,04;899,13
910;100;118;3665,648221564897;;2084,47;673,82;907,36
911;102;50;-1,0;Too much steel needed in x=202.67918201201203, area needed is 40.81201361486611cmˆ2, but the maximum is 40.800000000000004cmˆ2;;;
912;102;52;2228,1999765927003;;936,95;647,25;644,0
913;102;54;2269,503056187188;;972,99;644,29;652,23
914;102;56;2311,4775516774353;;1009,02;642,0;660,46
915;102;58;2352,182370474496;;1045,06;638,43;668,69
916;102;60;2394,6558558472325;;1081,1;636,64;676,92
917;102;62;2436,6489286446185;;1117,13;634,37;685,15
918;102;64;2481,3416105660317;;1153,17;634,79;693,38
919;102;66;2525,193189271559;;1189,21;634,38;701,61
920;102;68;2569,1790718333095;;1225,24;634,1;709,84
921;102;70;2613,241836735583;;1261,28;633,89;718,07
922;102;72;2659,998032330355;;1297,32;636,38;726,3
923;102;74;2702,140587742262;;1333,35;634,26;734,53
924;102;76;2749,2820447747968;;1369,39;637,13;742,76
925;102;78;2791,7390543301126;;1405,43;635,32;750,99
926;102;80;2839,1774171145094;;1441,46;638,5;759,22
927;102;82;2883,937261467171;;1477,5;638,99;767,45
928;102;84;2929,446022722269;;1513,54;640,23;775,68
929;102;86;2976,534136826915;;1549,57;643,05;783,91
930;102;88;3019,9130877808257;;1585,61;642,17;792,14
931;102;90;3067,5399825130207;;1621,65;645,53;800,37
932;102;92;3115,9386769965895;;1657,68;649,66;808,6
933;102;94;3161,728897924722;;1693,72;651,18;816,83
934;102;96;3207,1567806305757;;1729,76;652,34;825,06
935;102;98;3253,1195511406077;;1765,79;654,04;833,29
936;102;100;3301,1860181927286;;1801,83;657,84;841,52
937;102;102;3350,1745905786165;;1837,87;662,56;849,75
938;102;104;3393,0441306955227;;1873,9;661,16;857,98
939;102;106;3442,216394434838;;1909,94;666,07;866,21
940;102;108;3490,8228580290433;;1945,98;670,41;874,44
941;102;110;3536,8935492581654;;1982,01;672,21;882,67
942;102;112;3586,5393889316047;;2018,05;677,59;890,9
943;102;114;3629,291616290494;;2054,09;676,08;899,13
944;102;116;3679,0609059639346;;2090,12;681,58;907,36
945;102;118;3728,2165093558906;;2126,16;686,47;915,59
946;104;50;-1,0;Too much steel needed in x=207.18368633633636, area needed is 41.6110968584975cmˆ2, but the maximum is 41.6cmˆ2;;;
947;104;52;2265,4095234031965;;955,32;657,86;652,23
948;104;54;2305,9712497300416;;992,07;653,45;660,46
949;104;56;2348,6806440827036;;1028,81;651,18;668,69
950;104;58;2391,6934933246525;;1065,55;649,22;676,92
951;104;60;2433,9282828276064;;1102,3;646,48;685,15
952;104;62;2479,1614811024524;;1139,04;646,74;693,38
953;104;64;2522,28871864482;;1175,78;644,9;701,61
954;104;66;2566,3141303961547;;1212,53;643,95;709,84
955;104;68;2612,585470709929;;1249,27;645,25;718,07
956;104;70;2656,0674877818374;;1286,01;643,76;726,3
957;104;72;2702,757166382841;;1322,76;645,47;734,53
958;104;74;2747,8336536897773;;1359,5;645,58;742,76
959;104;76;2793,383941415821;;1396,24;646,15;750,99
960;104;78;2838,799453251892;;1432,98;646,6;759,22
961;104;80;2884,826158990562;;1469,73;647,65;767,45
962;104;82;2933,1646170627528;;1506,47;651,02;775,68
963;104;84;2978,8436076900994;;1543,21;651,72;783,91
964;104;86;3025,0836019382405;;1579,96;652,99;792,14
965;104;88;3073,018942905543;;1616,7;655,95;800,37
966;104;90;3119,2630359247623;;1653,44;657,22;808,6
